Band,Lyrics,Song,Test_Artist
Bob Dylan,"I still miss someone
At my door the leaves are falling 
The cold wild wind will come
Sweethearts walk by together
And I still miss someone

I go out on a party
And look for a little fun
But I find a darkened corner
'Cause I still miss someone

Oh, no I never got over those blues eyes
I see them every where
I miss those arms that held me
When all the love was there

I wonder if she's sorry
For leavin' what we'd begun
There's someone for me somewhere
And I still miss someone

I still miss someone
Oh, no I never got over those blues eyes
I see them every where
I miss those arms that held me
When all the love was there

I wonder if she's sorry
For leavin' what we'd begun
There's someone for me somewhere
And I still miss someone

I still miss someone",I Still Miss Someone [Studio Outtake],1
Bob Dylan,"You've cut out your dancing
And you never see a show
Friends drop by to pick you up
And you hardly ever go

It seems your head is in the clouds above
You've got the ways of a woman in love

I walk by your house at night
In the hopes that I might see
The guy who's got you in a spin
I wish that guy was me

I don't know why it's you I'm dreamin' of
You've got the ways of a woman in love

Many is the night
I've stayed awake and cried
Now you'll never know how much
You've hurt my foolish pride

I recall your kisses
The times I held you tight
Now when I come to see you
You're sittin' in the light

Missing all the things that we dreamed of
You've got the ways of a woman in love",I Walk the Line [Studio Outtake],1
Bob Dylan,"Down the street the dogs are barkin'
And the day is a-gettin' dark
As the night comes in a-fallin'
The dogs'll lose their bark
An' the silent night will shatter
From the sounds inside my mind
Yes, I'm one too many mornings
And a thousand miles behind

From the crossroads of my doorstep
My eyes, they start to fade
And I turn my head back to the room
Where my love and I have laid
An' I gaze back to the street
The sidewalk and the sign
And I'm one too many mornings
An' a thousand miles behind

It's a restless hungry feeling
That don't mean no one no good
When ev'rything I'm a-sayin'
You can say it just as good
You're right from your side
I'm right from mine
We're both just one too many mornings
An' a thousand miles behind",One Too Many Mornings [Studio Outtake],1
Bob Dylan,"Love is a burnin' thing,
And it makes a fiery ring
Bound by wild desire 
I fell into a ring of fire.

I fell into a burnin' ring of fire
I went down, down, down
And the flames went higher,
And it burns, burns, burns,
The ring of fire, the ring of fire.

I fell into a burnin' ring of fire
I went down, down, down
And the flames went higher,
And it burns, burns, burns,
The ring of fire, the ring of fire.

The taste of love is sweet
When hearts like ours meet.
I fell for you like a child
Oh, but the fire went wild.

I fell into a burnin' ring of fire
I went down, down, down
And the flames went higher,
And it burns, burns, burns,
The ring of fire, the ring of fire.

I fell into a burnin' ring of fire
I went down, down, down,
And the flames went higher,
And it burns, burns, burns,
The ring of fire, the ring of fire.

And it burns, burns, burns,
The ring of fire, the ring of fire.
The ring of fire, the ring of fire
The ring of fire",Ring of Fire [Studio Outtake],1
Bob Dylan,"The other night dear, as I lay sleeping
I dreamed I held you in my arms
But when I awoke, dear, I was mistaken
So I hung my head and I cried.

[Chorus]
You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know dear, how much I love you
Please don't take my sunshine away

I'll always love you and make you happy,
If you will only say the same.
But if you leave me and love another,
You'll regret it all some day:

[Chorus]

You told me once, dear, you really loved me
And no one else could come between.
But now you've left me and love another;
You have shattered all of my dreams:

[Chorus]

In all my dreams, dear, you seem to leave me
When I awake my poor heart pains.
So when you come back and make me happy
I'll forgive you dear, I'll take all the blame.

You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know dear, how much I love you
Please don't take my sunshine away",You Are My Sunshine [Studio Outtake],1
Bob Dylan,"Every time my baby and me we go uptown
Police come and they knock me down
Cocaine, all around my brain

Hey baby, you better come here quick
This old cocaine's about to make
Cocaine, all around my brain

Yonder come my baby she's dressed in red
She's got a shotgun, says she's gonna kill me dead
Cocaine, all around my brain

Hey baby, you better come here quick
This old cocaine's about to make me sick
Cocaine, all around my brain

You take Sally and I'll take Sue
Ain't no difference between the two
Cocaine, all around my brain

Hey baby, you better come here quick
This old cocaine's about to make me sick
Cocaine, all around my brain

Cocaine's for horses and it's not for men
Doctor says it kill you but it doesn't say when
Cocaine, all around my brain

Hey baby, you better come here quick
This old cocaine's about to make me sick
Cocaine, all around my brain

Hey baby, you better come here quick
This old cocaine's about to make me sick
Cocaine, all around my brain",Cocaine,1
Bob Dylan,"There is a house down in New Orleans they call the rising sun
And it's been the ruin of many a poor girl and me, oh God, I'm one

My mother was a tailor, she sewed these new blue jeans
My sweetheart was a gambler, Lord, down in New Orleans

Now the only thing a gambler needs is a suitcase and a trunk
And the only time when he's satisfied is when he's on a drunk

He fills his glasses up to the brim and he'll pass the cards around
And the only pleasure he gets out of life is rambling from town to town

Oh tell my baby sister not to do what I have done
But shun that house in New Orleans they call the rising sun

Well with one foot on the platform and the other foot on the train
I'm going back to New Orleans to wear that ball and chain

I'm going back to New Orleans, my race is almost run
I'm going back to end my life down in the rising sun

There is a house in New Orleans they call the rising sun
And it's been the ruin of many a poor girl and me, oh God, I'm one",House of the Risin’ Sun,1
Bob Dylan,"There is a house down in New Orleans, they call the rising sun
And it's been the ruin of many poor girl and me, oh God, I'm one

My mother was a tailor, she sewed these new blue jeans
My sweetheart was a gambler, Lord, down in New Orleans

Now the only thing a gambler needs is a suitcase and a trunk
And the only time he's satisfied is when he's on a drunk

He fills his glasses up to the brim and he'll pass the cards around
And the only pleasure he gets out of life is rambling from town to town

Oh tell my baby sister, not to do what I have done
But shun that house in New Orleans they call the rising sun

Well with one foot on the platform and the other foot on the train
I'm going back to New Orleans to wear that ball and chain

I'm going back to New Orleans, my race is almost run
I'm going back to end my life down in the rising sun

There is a house in New Orleans they call the rising sun
And it's been the ruin of many a poor girl and me, oh God, I'm one",House of the Risin' Sun,1
Bob Dylan,"Highway 51 runs right by my baby's door
Highway 51 runs right by my baby's door
If I don't get the girl I'm loving
Won't go down to Highway 51 no more

Well, I know that highway like I know my hand
Yes, I know that highway like I know the back of my hand
Running from up Wisconsin way down to no-man's-land

Well, if I should die before my time should come
And if I should die before my time should come
Won't you bury my body out on Highway 51?

Highway 51 runs right by my baby's door
I said, Highway 51 runs right by my baby's door
If I don't get the girl I'm loving
Won't go down to Highway 51 no more",Highway 51 Blues,1
Bob Dylan,"Well, I don't know why I love you like I do
Nobody in the world can get along with you
You got the ways of a devil sleeping in a lion's den
I come home last night you wouldn't even let me in

Oh, sometimes you're as sweet as anybody want to be
Oh, when you get the crazy notion of jumping all over me
Well, you give me the blues, I guess you're satisfied
When you give me the blues I want to lay down and die

I helped you when you had no shoes on your feet, pretty mama
I helped you when you had no food to eat
Now you're that kind of woman that just don't understand
You're taking all my money and give it to another man

Well, you're that kind of woman makes a man lose his brains
You're that kind of woman drives a man insane
You give me the blues, I guess you're satisfied
You give me the blues, I want to lay down and die
Well, you give me the blues, I want to lay down and die",You're No Good,1
Bob Dylan,"How many roads must a man walk down
Before you call him a man?
How many seas must a white dove sail
Before she sleeps in the sand?
Yes, and how many times must the cannon balls fly
Before they're forever banned?
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind

Yes, and how many years can a mountain exist
Before it's washed to the sea?
Yes, and how many years can some people exist
Before they're allowed to be free?
Yes, and how many times can a man turn his head
And pretend that he just doesn't see?
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind

Yes, and how many times must a man look up
Before he can see the sky?
Yes, and how many ears must one man have
Before he can hear people cry?
Yes, and how many deaths will it take 'till he knows
That too many people have died?
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind",Blowin' in the Wind,1
Bob Dylan,"Well, the Lone Ranger and Tonto
They are ridin' down the line
Fixin' everybody's troubles
Everybody's except mine
Someone musta told them that I was doin' fine

Oh, you five-and-ten cent women
With nothin' in your heads
I got a real gal I'm lovin'
Lord, I'll love her till I'm dead
Go away from my door and my window, too
Right now

Lord, I ain't goin' down to no race track
See no sports car run
I don't have no sports car
And I don't even care to have one
I can walk anytime around the block

Well, the wind keeps a-blowin' me
Up and down the street
With my hat in my hand
And my boots on my feet
Watch out so you don't step on me

Well, lookit here buddy
You want to be like me?
Pull out your six-shooter
And rob every bank you can see
Tell the judge I said it was all right
Yes",Bob Dylan's Blues,1
Bob Dylan,"While riding on a train goin' west
I fell asleep for to take my rest
I dreamed a dream that made me sad
Concerning myself and the first few friends I had

With half-damp eyes I stared to the room
Where my friends and I'd spent many an afternoon
Where we together weathered many a storm
Laughin' and singin' till the early hours of the morn

By the old wooden stove where our hats was hung
Our words were told, our songs were sung
Where we longed for nothin' and were satisfied
Jokin' and talkin' about the world outside

With hungry hearts through the heat and cold
We never much thought we could get very old
We thought we could sit forever in fun
But our chances really was a million to one

As easy it was to tell black from white
It was all that easy to tell wrong from right
And our choices they was few so the thought never hit
That the one road we traveled would ever shatter and split

How many a year has passed and gone?
Many a gamble has been lost and won
And many a road taken by many a first friend
And each one I've never seen again

I wish, I wish, I wish in vain
That we could sit simply in that room again
Ten thousand dollars at the drop of a hat
I'd give it all gladly if our lives could be like that",Bob Dylan's Dream,1
Bob Dylan,"Well, I'm walkin' down the highway
With my suitcase in my hand
Yes, I'm walkin' down the highway
With my suitcase in my hand
Lord, I really miss my baby
She's in some far-off land

Well, your streets are gettin' empty
Lord, your highway's gettin' filled
And your streets are gettin' empty
And your highway's gettin' filled
Well, the way I love that woman
I swear it's bound to get me killed

Well, I been gamblin' so long
Lord, I ain't got much more to lose
Yes, I been gamblin' so long
Lord, I ain't got much more to lose
Right now I'm havin' trouble
Please don't take away my highway shoes

Well, I'm bound to get lucky, baby
Or I'm bound to die tryin'
Yes, I'm a-bound to get lucky, baby
Lord, Lord I'm a-bound to die tryin'
Well, meet me in the middle of the ocean
And we'll leave this ol' highway behind

Well, the ocean took my baby
My baby stole my heart from me
Yes, the ocean took my baby
My baby took my heart from me
She packed it all up in a suitcase
Lord, she took it away to Italy, Italy

So, I'm a-walkin' down your highway
Just as far as my poor eyes can see
Yes, I'm a-walkin' down your highway
Just as far as my eyes can see
From the Golden Gate Bridge
All the way to the Statue of Liberty",Down the Highway,1
Bob Dylan,"Honey, just allow me one more chance
To get along with you
Honey, just allow me one more chance
Ah'll do anything with you
Well, I'm a-walkin' down the road
With my head in my hand
I'm lookin' for a woman
Needs a worried man
Just-a one kind favor I ask you
'Low me just-a one more chance

Honey, just allow me one more chance
To ride your aeroplane
Honey, just allow me one more chance
To ride your passenger train
Well, I've been lookin' all over
For a gal like you
I can't find nobody
So you'll have to do
Just-a one kind favor I ask you
'Low me just-a one more chance

Honey, just allow me one more chance
To get along with you
Honey, just allow me one more chance
Ah'll do anything with you
Well, lookin' for a woman
That ain't got no man
Is just lookin' for a needle
That is lost in the sand
Just-a one kind favor I ask you
'Low me just-a one more chance","Honey, Just Allow Me One More Chance",1
Bob Dylan,"Well, I took me a woman late last night
I's three-fourths drunk she looked all right
'Till she started peelin' off her onion gook
She took off her wig, said, ""How do I look?""
I's high flyin', bare naked, out the window

Well, sometimes I might get drunk
Walk like a duck and smell like a skunk
Don't hurt me none, don't hurt my pride
'Cause I got my little lady right by my side
She's a-tryin' to hide
Pretendin' she don't know me

I's out there paintin' on the old wood shed
When a can o'black paint it fell on my head
I went down to scrub and rub
But I had to sit in back of the tub
Cost a quarter
Half price

Well, my telephone rang it would not stop
It's President Kennedy callin' me up
He said, My friend, Bob, what do we need to make the country grow?
I said my friend, John, Brigitte Bardot
Anita Ekberg
Sophia Loren
Country'll grow

Well, I got a woman five feet short
She yells and hollers and squeals and snorts
She tickles my nose pats me on the head
Blows me over and kicks me out of bed
She's a man eater
Meat grinder
Bad loser

Oh, there ain't no use in me workin' alla time
I got a woman who works herself blind
Works up to her britches, up to her neck
Write me letters and sends me checks
She's a humdinger
Folk singer

Late one day in the middle of the week
Eyes were closed I was half asleep
I chased me a woman up the hill
Right in the middle of an air drill
I jumped a fallout shelter
I jumped the string bean
I jumped the TV dinner
I jumped the shot gun

Now, the man on the stand he wants my vote
He's a-runnin' for office on the ballot note
He's out there preachin' in front of the steeple
Tellin' me he loves all kinds-a people
He's eatin' bagels
He's eatin' pizza
He's eatin' chitlins

Oh, set me down on a television floor
I'll flip the channel to number four
Out of the shower comes a football man
With a bottle of oil in his hand
Greasy kid stuff
What I want to know, Mr. Football Man, is
What do you do about Willy Mays
Martin Luther King
Olatunji

Well, the funniest woman I ever seen
Was the great-granddaughter of Mr. Clean
She takes about fifteen baths a day
Wants me to grow a moustache on my face
She's insane

Well, ask me why I'm drunk alla time
It levels my head and eases my mind
I just walk along and stroll and sing
I see better days and I do better things
I catch dinosaurs
I make love to Elizabeth Taylor
Catch hell from Richard Burton",I Shall Be Free,1
Bob Dylan,"Oxford Town, Oxford Town
Everybody's got their heads bowed down
The sun don't shine above the ground
Ain't a-goin' down to Oxford Town

He went down to Oxford Town
Guns and clubs followed him down
All because his face was brown
Better get away from Oxford Town

Oxford Town around the bend
Come to the door, he couldn't get in
All because of the color of his skin
What do you think about that, my friend?

Me and my gal, my gal's son
We got met with a tear gas bomb
I don't even know why we come
Goin' back where we come from

Oxford Town in the afternoon
Everybody singin' a sorrowful tune
Two men died 'neath the Mississippi moon
Somebody better investigate soon",Oxford Town,1
Bob Dylan,"I once loved a girl, her skin it was bronze
With the innocence of a lamb, she was gentle like a fawn
I courted her proudly but now she is gone
Gone as the season she's taken

In a young summer's youth, I stole her away
From her mother and sister, though close did they stay
Each one of them suffering from the failures of their day
With strings of guilt they tried hard to guide us

Of the two sisters, I loved the young
With sensitive instincts, she was the creative one
The constant scrapegoat, she was easily undone
By the jealousy of others around her

For her parasite sister, I had no respect
Bound by her boredom, her pride to protect
Countless visions of the other she'd reflect
As a crutch for her scenes and her society

Myself, for what I did, I cannot be excused
The changes I was going through can't even be used
For the lies that I told her in hopes not to lose
The could-be dream-lover of my lifetime

With unseen consciousness, I possessed in my grip
A magnificent mantelpiece, though its heart being chipped
Noticing not that I'd already slipped
To the sin of love's false security

From silhouetted anger to manufactured peace
Answers of emptiness, voice vacancies
'Till the tombstones of damage read me no questions but, ""Please
What's wrong and what's exactly the matter?""

And so it did happen like it could have been foreseen
The timeless explosion of fantasy's dream
At the peak of the night, the king and the queen
Tumbled all down into pieces

""The tragic figure!"" her sister did shout
""Leave her alone, god damn you, get out!""
And I in my armor, turning about
And nailing her in the ruins of her pettiness

Beneath a bare light bulb the plaster did pound
Her sister and I in a screaming battleground
And she in between, the victim of sound
Soon shattered as a child to the shadows

All is gone, all is gone, admit it, take flight
I gagged in contradiction, tears blinding my sight
My mind it was mangled, I ran into the night
Leaving all of love's ashes behind me

The wind knocks my window, the room it is wet
The words to say I'm sorry, I haven't found yet
I think of her often and hope whoever she's met
Will be fully aware of how precious she is

Ah, my friends from the prison, they ask unto me
""How good, how good does it feel to be free?""
And I answer them most mysteriously
""Are birds free from the chains of the skyway?""",Ballad in Plain D,1
Bob Dylan,"Woke in the mornin', wanderin'
Weary and worn out
I woke in the mornin', wanderin'
Weary and worn out
Wishin' my long-lost lover
Would walk to me, talk to me
Tell me what it's all about

I was standin' at the side road
Listenin' to the billboard knock
Standin' at the side road
Listenin' to the billboard knock
Well, my wrist was empty
But my nerves were kickin'
Tickin' like a clock

If I got anything you need, babe
Let me tell you in front
If I got anything you need, babe
Let me tell you in front
You can come to me sometime
Night time, day time
Any time you want

Sometimes I'm thinkin'
I'm too high to fall
Sometimes I'm thinkin'
I'm much too high to fall
Other times I'm thinkin'
I'm so low I don't know
If I can come up at all

Black crows in the meadow
Sleeping across a broad highway
Black crows in the meadow
Across a broad highway
Though it's funny, honey
I'm out of touch, don't feel much
Like a Scarecrow today",Black Crow Blues,1
Bob Dylan,"Far between sundown's finish an' midnight's broken toll
We ducked inside the doorway, thunder crashing
As majestic bells of bolts struck shadows in the sounds
Seeming to be the chimes of freedom flashing
Flashing for the warriors whose strength is not to fight
Flashing for the refugees on the unarmed road of flight
An' for each an' ev'ry underdog soldier in the night
An' we gazed upon the chimes of freedom flashing

Through the city's melted furnace, unexpectedly we watched
With faces hidden as the walls were tightening
As the echo of the wedding bells before the blowin' rain
Dissolved into the bells of the lightning
Tolling for the rebel, tolling for the rake
Tolling for the luckless, the abandoned an' forsakened
Tolling for the outcast, burnin' constantly at stake
An' we gazed upon the chimes of freedom flashing

Through the mad mystic hammering of the wild ripping hail
The sky cracked its poems in naked wonder
That the clinging of the church bells blew far into the breeze
Leaving only bells of lightning and its thunder
Striking for the gentle, striking for the kind
Striking for the guardians and protectors of the mind
An' the poet and the painter far behind his rightful time
An' we gazed upon the chimes of freedom flashing

In the wild cathedral evening the rain unraveled tales
For the disrobed faceless forms of no position
Tolling for the tongues with no place to bring their thoughts
All down in taken-for-granted situations
Tolling for the deaf an' blind, tolling for the mute
For the mistreated, mateless mother, the mistitled prostitute
For the misdemeanor outlaw, chaineded an' cheated by pursuit
An' we gazed upon the chimes of freedom flashing

Even though a cloud's white curtain in a far-off corner flared
An' the hypnotic splattered mist was slowly lifting
Electric light still struck like arrows, fired but for the ones
Condemned to drift or else be kept from drifting
Tolling for the searching ones, on their speechless, seeking trail
For the lonesome-hearted lovers with too personal a tale
An' for each unharmful, gentle soul misplaced inside a jail
An' we gazed upon the chimes of freedom flashing

Starry-eyed an' laughing as I recall when we were caught
Trapped by no track of hours for they hanged suspended
As we listened one last time an' we watched with one last look
Spellbound an' swallowed 'til the tolling ended
Tolling for the aching whose wounds cannot be nursed
For the countless confused, accused, misused, strung-out ones an' worse
An' for every hung-up person in the whole wide universe
An' we gazed upon the chimes of freedom flashing",Chimes of Freedom,1
